code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,TMA1,TMA2,TMA3,TMA4,TMA5,TMA6
DDD,2013J,569978,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,165,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,570237,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2013J,570403,M,Scotland,HE Qualification,50-60%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,570531,M,South Region,A Level or Equivalent,90-100%,0-35,0,70,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,570630,M,North Region,A Level or Equivalent,NA,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Fail,Pass,Pass
DDD,2013J,570671,M,Ireland,A Level or Equivalent,90-100%,0-35,0,120,TRUE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,570871,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2013J,570872,F,London Region,A Level or Equivalent,30-40%,0-35,0,90,TRUE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,570896,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,571055,M,Wales,Lower Than A Level,90-100%,0-35,0,120,FALSE,Fail,Pass,Fail,Fail,Fail,Fail,Fail
DDD,2013J,571131,M,Wales,Lower Than A Level,60-70%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Fail,Fail,Fail
DDD,2013J,571242,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,571451,F,South Region,A Level or Equivalent,30-40%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2013J,571512,F,North Region,HE Qualification,NA,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,571640,M,South Region,A Level or Equivalent,50-60%,35-55,0,120,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2013J,571716,M,South West Region,Lower Than A Level,10-20,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2013J,571765,M,South East Region,No Formal quals,20-30%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2013J,571776,M,North Region,A Level or Equivalent,NA,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,571808,M,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,90,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2013J,571921,F,Scotland,HE Qualification,50-60%,35-55,0,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,571951,M,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,572060,M,South West Region,Lower Than A Level,40-50%,35-55,0,60,TRUE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,572149,F,London Region,A Level or Equivalent,10-20,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,572231,F,Scotland,Lower Than A Level,40-50%,0-35,0,150,TRUE,Pass,Pass,Pass,Pass,Fail,Fail,Fail
DDD,2013J,572233,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,572241,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,FALSE,Fail,Pass,Pass,Pass,Fail,Fail,Fail
DDD,2013J,572280,M,Wales,Lower Than A Level,10-20,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,572338,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2013J,572348,F,South West Region,A Level or Equivalent,70-80%,0-35,0,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,572382,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,120,FALSE,Pass,Pass,Pass,Fail,Pass,Pass,Pass
DDD,2013J,572431,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2013J,572452,M,South East Region,A Level or Equivalent,80-90%,0-35,0,120,FALSE,Fail,Pass,Pass,Pass,Fail,Fail,Fail
DDD,2013J,572457,M,East Anglian Region,HE Qualification,70-80%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,572460,F,South West Region,A Level or Equivalent,30-40%,0-35,0,90,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2013J,572648,M,Ireland,A Level or Equivalent,10-20,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,572688,M,London Region,A Level or Equivalent,0-10%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,572697,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,572730,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,572735,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,572751,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,120,FALSE,Fail,Fail,Fail,Fail,Fail,Fail,Fail
DDD,2013J,572754,M,Scotland,A Level or Equivalent,80-90%,0-35,0,120,TRUE,Pass,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2013J,572774,M,London Region,Lower Than A Level,70-80%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,572806,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,572854,F,South East Region,A Level or Equivalent,40-50%,0-35,0,90,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,572874,M,London Region,Lower Than A Level,10-20,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,572909,M,South East Region,A Level or Equivalent,50-60%,0-35,0,120,FALSE,Fail,Pass,Fail,Fail,Fail,Fail,Fail
DDD,2013J,572976,F,South East Region,A Level or Equivalent,40-50%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2013J,573473,M,South Region,Lower Than A Level,10-20,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2013J,573602,F,South Region,Lower Than A Level,80-90%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2013J,573689,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,FALSE,Pass,Fail,Pass,Pass,Pass,Fail,Pass
DDD,2013J,573780,M,Scotland,A Level or Equivalent,80-90%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Pass
DDD,2013J,573845,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2013J,574035,M,Wales,HE Qualification,10-20,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,574088,M,Ireland,A Level or Equivalent,10-20,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,574098,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,574310,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2013J,574498,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,574529,F,South West Region,A Level or Equivalent,10-20,0-35,0,120,FALSE,Fail,Pass,Pass,Fail,Fail,Fail,Fail
DDD,2013J,574623,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,FALSE,Fail,Pass,Pass,Fail,Fail,Fail,Fail
DDD,2013J,574705,M,North Region,Lower Than A Level,NA,0-35,0,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,574720,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2013J,574743,F,South Region,Lower Than A Level,90-100%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Fail,Fail,Fail
DDD,2013J,574819,F,South West Region,A Level or Equivalent,20-30%,0-35,0,120,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,574842,M,South Region,HE Qualification,40-50%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,574873,M,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,574895,F,West Midlands Region,HE Qualification,70-80%,0-35,0,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,574938,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,575192,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,575258,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,575376,F,Ireland,HE Qualification,90-100%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,575385,M,Scotland,HE Qualification,50-60%,0-35,0,120,FALSE,Distinction,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2013J,575431,F,Ireland,A Level or Equivalent,80-90%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,575766,M,South Region,Lower Than A Level,90-100%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,575798,M,South West Region,A Level or Equivalent,40-50%,0-35,0,90,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2013J,575962,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,FALSE,Fail,Pass,Pass,Fail,Fail,Fail,Fail
DDD,2013J,576083,F,South West Region,A Level or Equivalent,90-100%,0-35,0,90,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Pass
DDD,2013J,576233,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,576251,M,Ireland,A Level or Equivalent,80-90%,35-55,0,75,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,576314,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2013J,576368,M,South Region,Lower Than A Level,20-30%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Fail,Pass,Pass
DDD,2013J,576383,F,South East Region,A Level or Equivalent,90-100%,0-35,0,120,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,576413,M,North Region,A Level or Equivalent,10-20,0-35,0,120,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,576453,M,Scotland,HE Qualification,80-90%,35-55,0,90,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,576492,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,FALSE,Fail,Pass,Fail,Fail,Fail,Fail,Fail
DDD,2013J,576767,M,East Anglian Region,Lower Than A Level,80-90%,35-55,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2013J,576847,F,Ireland,Lower Than A Level,NA,0-35,0,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,576879,M,London Region,HE Qualification,0-10%,0-35,0,120,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,576949,F,London Region,HE Qualification,50-60%,0-35,0,90,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,577035,M,South Region,HE Qualification,90-100%,35-55,0,90,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,577126,M,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,577200,M,North Western Region,Lower Than A Level,20-30%,0-35,0,90,FALSE,Fail,Fail,Fail,Fail,Fail,Fail,Fail
DDD,2013J,577212,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,90,FALSE,Fail,Pass,Fail,Fail,Fail,Fail,Fail
DDD,2013J,577279,M,East Anglian Region,HE Qualification,60-70%,35-55,0,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,577414,M,Scotland,HE Qualification,0-10%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,577464,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,TRUE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,578026,M,London Region,Lower Than A Level,80-90%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,578303,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,TRUE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,578644,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,90,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,578697,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Fail,Pass,Pass
DDD,2013J,578823,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,180,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2013J,578850,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,90,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,578906,M,Ireland,Lower Than A Level,NA,0-35,0,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,578943,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,90,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,578956,F,London Region,HE Qualification,50-60%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,579105,F,South East Region,A Level or Equivalent,70-80%,0-35,0,90,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,579112,M,South Region,Lower Than A Level,20-30%,0-35,0,60,FALSE,Fail,Fail,Fail,Fail,Fail,Fail,Fail
DDD,2013J,579151,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2013J,579325,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,579367,F,Wales,HE Qualification,50-60%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,579372,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,90,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,579470,M,Scotland,A Level or Equivalent,10-20,0-35,0,90,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,579567,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,579717,F,Scotland,A Level or Equivalent,40-50%,0-35,0,120,TRUE,Pass,Pass,Pass,Pass,Pass,Fail,Pass
DDD,2013J,580393,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,FALSE,Pass,Pass,Pass,Fail,Pass,Pass,Fail
DDD,2013J,580415,F,North Western Region,Lower Than A Level,80-90%,0-35,0,120,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,580441,M,East Anglian Region,HE Qualification,40-50%,35-55,0,60,FALSE,Fail,Pass,Fail,Fail,Fail,Fail,Fail
DDD,2013J,580468,F,London Region,Lower Than A Level,30-40%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2013J,580516,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,180,FALSE,Pass,Pass,Pass,Pass,Fail,Pass,Fail
DDD,2013J,580534,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Fail,Fail,Fail
DDD,2013J,580642,F,North Western Region,HE Qualification,0-10%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Pass
DDD,2013J,580714,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,580916,F,North Region,A Level or Equivalent,50-60%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,581138,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Fail,Pass,Fail
DDD,2013J,581552,M,London Region,A Level or Equivalent,30-40%,0-35,0,90,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,581593,M,North Western Region,HE Qualification,40-50%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,581697,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,581755,F,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,FALSE,Fail,Pass,Fail,Fail,Fail,Fail,Fail
DDD,2013J,581922,F,South Region,HE Qualification,70-80%,0-35,0,180,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2013J,582026,F,South East Region,Lower Than A Level,40-50%,0-35,0,120,FALSE,Fail,Pass,Fail,Fail,Fail,Fail,Fail
DDD,2013J,582160,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Fail,Fail,Fail
DDD,2013J,582227,M,East Anglian Region,Lower Than A Level,10-20,0-35,0,60,FALSE,Fail,Pass,Fail,Fail,Fail,Fail,Fail
DDD,2013J,582302,M,South Region,Lower Than A Level,80-90%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2013J,582320,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,582416,M,North Region,A Level or Equivalent,NA,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,582452,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,582464,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,582554,M,Ireland,Lower Than A Level,NA,0-35,0,120,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,582879,M,East Anglian Region,Lower Than A Level,40-50%,35-55,0,90,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,582931,M,London Region,Lower Than A Level,40-50%,0-35,0,120,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2013J,583198,F,North Region,Lower Than A Level,NA,0-35,0,195,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,583247,M,South East Region,Lower Than A Level,80-90%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Fail,Pass,Pass
DDD,2013J,583293,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,583335,M,South West Region,Lower Than A Level,0-10%,0-35,0,120,FALSE,Fail,Pass,Fail,Fail,Fail,Fail,Fail
DDD,2013J,583514,F,South Region,A Level or Equivalent,60-70%,35-55,0,70,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2013J,583540,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,583606,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2013J,583871,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,583946,F,Scotland,A Level or Equivalent,90-100%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,583955,F,Scotland,Lower Than A Level,40-50%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,584132,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Fail,Fail,Fail
DDD,2013J,584183,M,South East Region,A Level or Equivalent,30-40%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,584315,F,Scotland,A Level or Equivalent,60-70%,0-35,0,120,FALSE,Fail,Pass,Pass,Pass,Fail,Fail,Fail
DDD,2013J,584433,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,TRUE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,584495,M,Wales,HE Qualification,70-80%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2013J,584586,M,South Region,A Level or Equivalent,40-50%,0-35,0,120,TRUE,Fail,Pass,Pass,Fail,Pass,Pass,Pass
DDD,2013J,584640,F,South Region,A Level or Equivalent,60-70%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,584914,M,Scotland,HE Qualification,10-20,0-35,0,90,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2013J,584918,F,North Western Region,A Level or Equivalent,10-20,0-35,0,120,FALSE,Fail,Pass,Pass,Pass,Fail,Fail,Fail
DDD,2013J,584943,M,South Region,Lower Than A Level,90-100%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,585098,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,585134,M,Wales,HE Qualification,30-40%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Fail,Pass,Fail
DDD,2013J,585210,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,TRUE,Fail,Pass,Pass,Fail,Pass,Fail,Fail
DDD,2013J,585326,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,TRUE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,585359,F,London Region,A Level or Equivalent,10-20,0-35,0,60,FALSE,Fail,Pass,Fail,Fail,Pass,Pass,Pass
DDD,2013J,585422,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2013J,585695,M,South West Region,A Level or Equivalent,60-70%,0-35,0,90,TRUE,Pass,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2013J,586022,M,Scotland,Lower Than A Level,50-60%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2013J,586113,F,North Western Region,Lower Than A Level,70-80%,35-55,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2013J,586128,M,East Midlands Region,HE Qualification,90-100%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,586243,F,North Region,A Level or Equivalent,0-10%,35-55,0,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,586257,F,Ireland,HE Qualification,NA,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,586470,M,Scotland,Lower Than A Level,10-20,35-55,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2013J,586497,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,586526,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2013J,586550,M,London Region,HE Qualification,0-10%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2013J,586625,M,South East Region,HE Qualification,40-50%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Fail,Fail,Fail
DDD,2013J,586762,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,586800,M,East Anglian Region,HE Qualification,80-90%,35-55,0,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Fail,Pass
DDD,2013J,586912,M,South East Region,Lower Than A Level,50-60%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,587002,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,587006,M,Scotland,Lower Than A Level,0-10%,35-55,0,60,FALSE,Fail,Pass,Fail,Fail,Fail,Fail,Fail
DDD,2013J,587641,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,587862,M,Scotland,A Level or Equivalent,70-80%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Pass
DDD,2013J,587989,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,588033,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,588086,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,588132,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2013J,588146,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
