code_module,code_presentation,id_student,week_-4,week_-3,week_-2,week_-1,week_0,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,week_26,week_27,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37
DDD,2014J,686268,16,8,26,16,0,20,48,0,17,45,1,7,15,10,0,0,9,1,16,6,1,13,10,1,20,59,0,1,10,12,28,6,34,23,98,0,0,22,84,0,0,0
DDD,2014J,686312,58,74,71,57,70,41,70,116,85,86,38,57,45,2,0,3,57,49,51,27,25,42,46,38,95,36,89,82,6,3,23,100,79,83,97,25,28,31,70,20,3,0
DDD,2014J,686370,18,9,36,116,91,81,23,34,35,35,14,11,89,1,0,0,0,0,7,47,3,0,1,0,60,38,0,1,0,0,0,18,19,0,53,0,0,23,9,0,0,0
DDD,2014J,686549,1,4,0,3,0,0,99,40,4,14,42,0,22,12,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,686584,8,5,15,6,10,20,15,12,9,13,0,27,18,0,1,22,1,6,0,13,6,1,14,4,3,9,26,4,5,0,3,10,2,10,12,1,2,12,122,0,2,0
DDD,2014J,686854,7,0,0,29,30,25,52,0,41,61,9,0,26,0,0,0,0,0,0,24,19,1,0,0,39,0,0,1,0,0,0,34,5,0,0,0,0,0,1,0,0,0
DDD,2014J,687050,3,1,0,33,9,16,8,17,10,7,3,28,3,0,0,0,3,9,0,0,6,3,26,0,0,0,0,6,6,5,7,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,687781,21,1,10,0,24,0,23,42,36,15,39,32,38,17,19,0,40,19,6,71,11,3,50,26,44,34,35,40,20,12,26,89,74,76,128,25,194,160,82,0,0,0
DDD,2014J,687792,16,2,12,6,30,68,67,29,12,9,10,38,16,32,23,0,9,11,9,29,29,0,0,24,29,1,8,1,7,1,9,34,1,25,2,0,0,20,51,10,0,0
DDD,2014J,687835,16,2,4,76,152,81,99,122,52,38,13,2,39,5,0,0,37,6,7,15,54,14,28,0,2,0,10,0,7,0,10,0,7,19,35,0,0,0,30,4,10,0
DDD,2014J,687975,1,0,9,30,5,21,9,14,40,23,30,5,12,9,0,2,8,8,21,16,5,25,40,27,27,14,38,33,33,9,10,13,16,7,25,46,32,37,39,1,0,2
DDD,2014J,688592,12,0,0,0,48,0,13,0,28,74,0,7,20,12,1,0,0,15,0,25,36,24,2,5,15,1,0,2,0,0,0,2,0,0,0,14,60,0,7,0,0,0
DDD,2014J,688608,59,56,21,121,99,21,67,63,61,35,93,29,93,24,33,47,2,31,37,50,42,23,22,20,11,39,9,6,45,20,19,22,10,14,17,0,69,76,69,0,0,1
DDD,2014J,688722,9,4,7,30,109,92,70,81,51,77,48,53,40,7,12,1,21,27,93,30,14,17,33,14,54,6,9,4,56,4,8,1,16,42,55,30,14,78,38,0,0,1
DDD,2014J,688911,1,61,5,51,62,12,47,47,61,46,52,11,18,18,0,0,2,53,17,29,23,18,5,15,53,55,0,23,16,1,2,31,40,8,9,27,16,22,66,0,0,0
DDD,2014J,689017,15,4,11,48,41,93,7,54,88,49,33,12,32,13,46,15,34,41,31,10,5,2,52,57,16,9,41,22,10,22,3,22,19,28,15,48,34,25,61,0,0,0
DDD,2014J,689038,2,0,0,28,15,21,6,5,31,26,0,21,34,0,1,1,2,0,46,92,25,6,5,17,10,4,1,4,3,0,29,95,16,0,1,5,15,23,134,1,0,0
DDD,2014J,689135,9,20,0,3,17,41,38,11,106,90,82,54,53,32,9,5,16,39,10,26,22,0,37,66,9,13,9,32,50,0,36,2,9,52,21,24,63,11,67,0,2,0
DDD,2014J,689190,8,4,4,4,0,4,20,69,11,31,14,12,13,79,0,0,5,4,11,36,17,9,3,5,35,29,1,2,0,18,9,14,12,46,7,30,45,2,62,0,0,1
DDD,2014J,689231,54,52,84,212,94,51,49,28,27,30,28,21,36,16,0,0,3,7,17,21,8,24,4,4,1,5,8,104,1,16,16,8,3,0,16,38,0,0,102,8,0,0
DDD,2014J,689418,96,25,0,26,19,69,11,64,5,29,142,6,41,236,91,0,16,0,3,33,43,7,11,10,33,79,10,12,0,0,10,67,71,64,1,51,39,89,216,21,17,0
DDD,2014J,689759,4,7,0,0,15,7,80,10,0,23,0,0,23,18,0,3,16,4,3,23,38,0,0,0,34,7,1,0,2,10,0,0,37,4,10,0,0,126,70,0,0,0
DDD,2014J,689921,220,45,106,532,267,200,151,181,185,56,150,91,43,47,5,14,31,11,34,25,27,35,2,13,19,19,22,72,26,12,20,27,60,46,82,81,29,108,69,8,24,1
DDD,2014J,690133,2,0,0,25,0,22,52,22,12,16,10,18,43,8,0,1,4,0,0,28,27,0,0,0,22,78,0,0,0,0,0,64,21,0,0,0,0,2,20,0,0,0
DDD,2014J,690168,12,16,39,130,137,109,63,100,99,110,64,42,54,29,0,17,50,70,28,83,68,31,42,57,68,36,19,23,48,17,25,47,43,43,22,0,7,93,154,10,0,0
DDD,2014J,690192,17,1,26,9,96,8,23,25,44,7,14,25,19,38,25,0,11,72,0,2,4,19,7,14,8,25,11,3,3,0,0,0,45,32,29,11,11,76,24,0,0,0
DDD,2014J,690225,13,41,42,40,65,52,68,34,0,23,18,8,28,28,0,8,12,17,0,87,20,7,6,0,33,23,0,0,6,5,4,41,8,0,0,0,29,0,0,0,0,2
DDD,2014J,690365,100,16,31,121,77,120,78,122,170,91,97,44,75,52,30,1,15,80,21,110,80,91,42,73,79,42,9,40,11,0,21,1,13,41,4,188,0,59,89,20,5,4
DDD,2014J,690711,8,2,0,9,92,69,95,46,13,56,45,2,2,4,5,3,17,15,37,22,8,16,15,34,29,0,26,12,6,47,63,3,6,58,15,31,91,46,49,0,0,3
DDD,2014J,690733,4,0,16,54,30,107,8,98,198,99,153,294,89,161,230,88,155,129,43,117,128,134,76,151,75,122,86,28,0,75,46,66,120,91,84,103,165,132,157,49,4,5
DDD,2014J,690882,12,0,0,0,40,11,33,0,0,34,0,4,8,16,0,0,0,13,25,5,3,2,0,6,25,1,0,0,21,8,12,4,4,0,9,0,0,6,64,0,0,0
DDD,2014J,691069,38,0,1,18,48,23,12,10,1,114,23,80,30,27,4,28,16,10,15,15,0,9,1,9,9,42,22,26,0,1,1,4,4,0,0,0,0,0,36,0,0,0
DDD,2014J,691761,3,0,80,28,4,112,61,52,69,65,3,62,14,5,14,0,91,5,56,24,8,21,25,42,2,4,12,6,20,7,15,10,4,1,52,76,50,12,14,0,1,2
DDD,2014J,691782,39,16,19,149,385,376,276,410,343,257,353,295,183,244,195,81,207,282,380,243,283,235,109,202,201,186,79,30,81,56,54,100,101,100,138,160,128,306,195,70,11,3
DDD,2014J,693145,22,3,10,31,34,36,51,67,0,47,3,2,21,32,0,0,4,1,5,21,15,18,10,1,22,8,4,1,1,1,7,25,9,5,0,0,0,9,12,0,0,0
DDD,2014J,693294,1,0,6,11,56,22,14,8,35,19,23,0,33,4,0,0,2,15,16,27,9,3,4,8,67,3,8,28,0,0,8,19,1,1,9,9,0,30,16,0,0,0
DDD,2014J,693441,43,3,26,144,144,119,20,5,0,71,1,1,55,0,2,1,7,0,5,57,7,6,0,173,10,1,2,0,11,45,34,0,5,5,9,58,0,0,81,2,0,0
DDD,2014J,693606,26,15,171,253,178,112,192,148,141,86,73,67,156,83,82,67,277,231,102,114,38,9,94,190,126,130,191,69,41,65,17,78,70,123,58,98,42,47,64,36,3,3
DDD,2014J,694010,5,7,0,30,20,83,41,13,22,42,54,27,100,15,0,0,12,0,6,62,5,0,15,9,34,27,38,0,4,1,15,71,41,0,0,0,68,59,127,6,0,0
DDD,2014J,694384,2,0,0,9,27,22,0,7,5,19,10,0,21,7,0,0,0,0,5,18,5,0,0,8,49,7,5,0,0,0,14,64,0,0,0,0,0,0,20,0,0,0
DDD,2014J,694673,17,0,2,27,24,101,20,30,48,22,18,0,27,0,0,0,10,1,5,37,5,12,5,3,37,14,5,9,12,0,8,5,17,49,66,10,15,3,38,0,7,9
DDD,2014J,694677,12,34,14,32,22,0,40,4,9,86,2,7,58,8,1,0,0,0,2,11,0,0,0,0,36,5,0,1,0,0,0,30,0,0,1,0,0,12,8,0,0,0
DDD,2014J,694698,28,29,4,6,115,82,70,109,129,68,43,50,13,20,19,54,30,83,51,59,51,60,100,46,30,35,7,5,7,29,66,22,88,15,23,38,61,82,42,2,2,0
DDD,2014J,694871,6,0,0,41,195,47,90,26,34,47,37,7,8,29,0,2,11,0,0,18,14,1,0,0,29,5,23,25,16,31,2,5,13,0,29,9,0,5,9,0,5,0
DDD,2014J,694872,61,0,1,262,227,267,264,292,265,252,175,151,107,145,72,49,116,144,113,124,88,87,160,232,233,149,69,135,121,200,168,115,130,134,140,186,181,183,274,7,0,0
DDD,2014J,695503,8,1,1,0,21,28,24,24,3,22,2,24,6,2,0,0,0,7,0,46,8,7,4,1,39,5,0,11,0,24,0,21,0,0,0,0,0,0,37,0,0,0
DDD,2014J,695759,2,10,3,12,33,21,15,12,51,26,1,14,33,0,1,5,19,13,0,22,1,0,5,2,72,1,2,2,0,15,15,12,3,18,2,19,23,0,20,0,0,0
DDD,2014J,695916,10,45,29,52,23,29,35,16,49,35,3,26,40,1,0,0,7,18,45,32,19,45,25,30,21,8,1,16,39,10,10,0,11,1,1,14,27,8,23,0,0,0
DDD,2014J,696132,8,33,21,1,52,45,76,61,53,51,37,35,45,62,1,0,15,15,12,57,43,14,29,35,20,13,29,7,4,0,8,43,48,8,1,20,15,43,103,12,8,0
DDD,2014J,696789,11,13,15,0,22,41,44,20,0,27,84,135,28,44,6,10,21,36,15,23,72,14,29,0,11,57,21,9,18,0,0,0,30,0,40,6,10,9,8,0,0,0
DDD,2014J,697045,1,1,3,34,33,28,35,42,0,52,20,30,36,2,3,0,0,19,8,17,11,9,11,16,12,4,4,9,5,5,0,1,10,11,1,0,0,27,44,1,0,1
DDD,2014J,697101,47,42,27,68,60,80,58,69,32,7,34,35,5,9,2,0,7,7,0,29,2,8,2,12,1,3,3,4,21,1,6,10,4,0,0,9,3,13,57,0,0,0
DDD,2014J,697433,15,4,2,6,76,78,100,44,14,91,36,5,50,0,0,0,0,0,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,697674,1,5,0,110,79,10,37,15,22,25,6,5,0,11,1,5,7,1,21,15,63,47,23,14,9,31,4,11,1,1,5,31,9,5,27,16,68,42,44,1,1,0
DDD,2014J,697705,21,0,25,131,78,80,47,0,9,40,41,2,29,0,0,31,7,12,9,3,1,3,0,15,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,697948,3,4,1,20,22,0,20,13,8,37,5,23,7,13,6,3,11,8,40,18,21,1,0,21,10,16,5,14,7,0,9,28,23,0,0,0,0,8,0,0,0,0
DDD,2014J,1078701,7,13,16,73,115,128,51,81,70,98,142,96,79,56,24,15,14,44,17,111,42,28,44,27,48,26,15,10,46,0,52,23,56,16,21,9,46,45,95,0,15,0
DDD,2014J,1173473,9,11,3,115,86,97,59,109,108,61,67,42,57,30,23,65,56,77,57,82,50,67,76,45,37,102,40,103,49,40,23,35,47,145,72,123,93,75,59,26,24,2
DDD,2014J,1382719,2,0,59,61,70,62,26,78,124,82,45,17,27,6,2,14,21,33,7,35,47,29,56,25,59,9,47,30,26,2,17,0,5,1,1,0,10,7,13,0,2,0
DDD,2014J,1482413,18,3,1,6,10,0,10,9,22,11,18,11,37,0,0,12,0,7,9,18,0,24,0,0,2,0,0,1,0,22,1,11,0,0,0,0,0,0,0,0,0,0
DDD,2014J,1589066,87,29,63,136,97,44,14,41,54,75,37,41,18,25,6,0,22,48,28,67,56,11,25,54,57,7,19,14,2,1,1,74,23,5,1,0,46,6,9,10,0,2
DDD,2014J,1593730,326,3,2,14,33,74,9,41,137,35,54,23,27,28,0,0,37,108,42,25,26,95,85,0,21,38,43,37,15,20,38,7,73,18,61,19,45,95,36,0,0,0
DDD,2014J,1624025,3,5,5,93,0,0,15,25,5,43,24,4,0,0,0,0,32,0,15,22,109,3,76,10,157,15,31,0,30,45,15,145,31,86,0,95,40,106,156,0,0,0
DDD,2014J,1667087,160,0,89,161,21,63,86,57,75,102,66,65,70,41,12,15,116,90,62,40,84,37,19,55,52,42,4,21,10,38,42,34,103,22,23,36,138,73,94,9,3,6
DDD,2014J,1757548,87,186,301,766,531,104,198,116,32,37,217,124,87,82,46,85,7,11,84,100,143,48,2,11,25,52,66,0,45,8,37,19,56,113,114,142,65,34,82,4,26,6
DDD,2014J,1774297,118,20,24,67,12,0,82,19,30,31,103,0,33,19,5,0,0,0,9,4,1,29,42,42,12,35,13,0,0,0,0,8,0,0,0,0,0,0,20,5,1,0
DDD,2014J,1782581,11,0,8,53,18,15,12,39,36,21,4,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,1804143,2,26,16,29,22,7,42,43,32,38,12,10,10,5,3,8,39,10,0,82,43,21,68,49,31,69,40,14,14,5,6,25,8,0,0,3,0,4,39,36,6,0
DDD,2014J,1832492,37,35,79,62,28,43,25,40,1,29,64,3,42,46,19,2,6,8,26,65,41,36,2,25,17,32,8,3,2,1,4,47,27,20,13,8,4,21,26,3,3,12
DDD,2014J,1855583,6,5,19,1,0,6,42,24,25,15,16,5,13,2,0,0,14,12,14,26,14,5,2,14,34,16,5,5,0,11,5,36,2,7,10,8,0,17,47,15,3,0
DDD,2014J,1879751,41,15,50,48,85,94,204,387,128,210,59,61,91,87,1,11,51,53,26,88,56,33,84,66,86,59,18,48,53,0,0,4,35,21,68,77,17,195,89,54,14,1
DDD,2014J,1901764,27,1,2,56,4,0,54,7,0,0,47,74,8,68,19,10,1,40,17,306,197,0,61,17,0,0,15,0,4,0,0,65,5,17,185,71,46,0,41,100,0,1
DDD,2014J,1935155,11,41,20,19,152,129,57,38,84,32,26,96,39,32,20,26,46,40,46,53,18,21,4,32,144,47,47,47,53,17,41,63,55,81,212,179,69,236,215,19,16,2
DDD,2014J,2008795,4,0,0,3,20,0,50,39,1,0,64,6,33,1,17,0,1,0,0,17,0,12,24,0,33,3,6,8,0,0,0,36,2,1,12,0,0,0,0,0,1,0
DDD,2014J,2025354,3,15,79,507,186,278,212,373,156,297,200,81,164,266,88,57,43,53,6,29,6,21,21,1,85,38,6,0,7,20,0,38,50,32,43,60,26,47,188,61,31,7
DDD,2014J,2043939,13,63,0,75,100,65,51,60,76,115,71,44,24,4,24,115,37,10,60,37,80,95,66,31,46,24,10,66,25,25,18,32,40,27,69,12,71,97,73,0,0,0
DDD,2014J,2057959,82,16,15,123,177,180,57,38,75,73,48,32,53,42,0,0,28,89,44,18,71,8,0,53,88,139,63,64,29,16,67,32,87,67,86,88,86,114,81,20,2,15
DDD,2014J,2075945,146,95,49,13,19,146,108,21,50,24,23,32,51,47,87,128,28,17,11,105,79,45,49,30,120,146,207,35,43,105,63,75,97,167,180,39,0,164,2,104,13,1
DDD,2014J,2098108,8,24,25,16,50,27,17,129,130,24,20,9,1,5,0,5,11,0,7,0,1,16,3,15,4,3,7,0,0,0,0,0,0,17,0,0,0,4,5,0,0,0
DDD,2014J,2111313,20,1,5,41,11,0,52,12,40,24,10,7,12,8,0,18,7,1,3,0,8,13,2,5,3,13,25,2,1,0,24,11,11,14,1,0,7,1,64,20,27,1
DDD,2014J,2142243,24,1,1,140,108,123,78,44,55,58,9,71,36,24,11,0,133,11,135,51,21,37,34,11,56,24,36,65,12,17,23,35,10,27,30,139,67,23,108,0,0,0
DDD,2014J,2196923,119,0,11,10,76,4,3,10,12,22,36,23,2,23,1,0,9,1,10,4,5,0,0,8,4,6,2,19,2,1,0,4,1,0,0,0,17,0,2,0,0,0
DDD,2014J,2201235,53,11,14,38,93,21,25,24,76,24,53,74,18,14,4,1,1,19,15,13,26,0,9,6,10,7,18,30,1,0,6,23,10,24,4,0,42,37,80,0,1,6
DDD,2014J,2216442,3,10,0,0,1,41,2,26,12,0,0,0,16,28,0,0,5,24,1,0,8,0,0,1,0,0,0,8,0,0,0,0,1,2,0,0,0,0,3,0,0,0
DDD,2014J,2232340,25,70,28,56,42,64,85,170,63,55,102,84,53,11,0,2,0,51,46,118,6,22,111,72,14,35,16,47,75,58,2,16,7,220,10,40,147,71,10,2,0,0
DDD,2014J,2257853,377,62,214,183,43,21,0,701,844,460,745,556,770,1540,861,493,922,937,857,1042,624,164,121,99,179,87,227,149,203,131,128,87,45,11,0,236,81,3,267,86,4,0
DDD,2014J,2260861,33,16,5,0,37,25,83,140,48,37,24,19,5,29,0,0,0,1,6,63,0,30,13,28,43,12,37,67,34,6,13,32,28,8,39,17,12,35,84,0,0,0
DDD,2014J,2278095,73,17,4,5,54,15,36,65,41,68,29,16,18,15,1,18,15,21,12,20,20,30,58,2,28,28,24,20,14,8,2,22,5,6,37,25,28,22,14,11,1,5
DDD,2014J,2279403,33,6,8,80,21,57,107,127,115,89,58,86,29,21,25,3,26,65,23,103,18,41,33,90,29,37,48,53,20,91,61,31,14,10,13,22,59,147,52,4,4,4
DDD,2014J,2285405,4,5,15,11,50,30,53,64,12,36,15,13,29,30,1,7,7,3,1,28,12,4,7,1,70,13,7,1,1,1,1,13,0,1,0,1,0,1,35,16,5,6
DDD,2014J,2285527,14,0,13,35,15,11,0,55,77,25,6,0,39,10,13,0,1,0,4,6,21,2,0,30,44,14,2,27,19,0,0,8,7,3,0,0,0,5,22,1,0,0
DDD,2014J,2288599,9,13,16,32,20,47,43,24,14,17,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,2290604,12,3,25,42,5,28,86,88,30,59,26,5,78,30,0,30,47,158,63,9,39,72,42,104,92,81,113,78,110,38,24,71,29,53,67,10,22,8,37,0,0,0
DDD,2014J,2307237,28,10,4,22,12,12,7,24,1,32,18,0,3,3,0,0,3,0,0,0,3,5,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,2310615,311,6,21,77,89,66,39,18,82,41,62,83,73,0,0,10,12,16,0,26,42,14,1,73,67,11,43,35,8,10,6,26,2,64,23,13,16,56,14,1,0,0
DDD,2014J,2314761,11,0,4,93,88,2,14,12,1,4,18,26,5,26,1,0,15,50,29,29,0,11,22,27,15,30,4,1,0,12,5,71,23,6,36,6,5,96,109,0,0,0
DDD,2014J,2333244,5,17,0,171,44,34,62,17,0,0,36,45,6,0,0,0,0,38,3,0,0,0,0,4,1,0,1,0,18,0,0,6,79,4,2,0,0,0,97,21,3,0
DDD,2014J,2338290,74,51,45,272,102,78,21,69,53,32,60,20,45,8,0,56,11,19,0,55,52,0,20,12,44,78,144,24,9,94,3,67,127,43,33,3,36,17,74,9,16,0
DDD,2014J,2339789,82,52,197,168,143,109,131,70,169,100,64,33,32,82,20,8,44,51,49,112,71,71,90,29,55,54,293,64,19,12,15,6,2,12,51,13,9,99,79,34,7,6
DDD,2014J,2341830,4,18,22,44,76,112,146,56,40,35,14,16,37,41,14,7,12,8,5,25,26,12,62,18,5,15,79,60,2,22,22,44,75,36,19,2,4,44,433,44,6,4
DDD,2014J,2357019,3,1,19,23,6,34,31,9,11,68,10,1,2,4,0,0,0,1,0,19,59,4,33,16,19,6,0,0,3,0,1,26,3,0,0,1,21,4,51,0,5,1
DDD,2014J,2391689,13,10,0,43,2,29,43,3,4,27,55,4,9,15,0,3,5,22,40,14,16,5,27,14,50,15,20,31,4,0,0,19,18,0,0,32,18,13,1,0,0,0
DDD,2014J,2396471,53,0,0,34,23,84,3,42,77,16,33,2,5,3,26,9,45,34,37,45,69,42,2,25,48,23,22,29,0,15,4,22,33,12,21,30,0,19,6,0,0,0
DDD,2014J,2396643,18,7,3,79,15,0,16,6,2,11,0,4,11,0,0,0,0,13,0,15,44,6,0,19,65,0,17,0,0,1,0,11,2,0,0,0,0,0,0,0,0,0
DDD,2014J,2418277,1,0,16,87,15,17,24,24,0,16,13,0,19,0,5,0,2,2,0,1,29,1,0,0,3,5,1,0,0,0,9,26,0,54,0,0,2,27,13,4,0,2
DDD,2014J,2433216,4,85,20,22,14,5,23,29,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,2459418,5,1,17,41,64,22,14,40,6,35,0,8,36,1,0,0,4,0,25,0,1,0,0,0,0,13,9,0,0,5,0,3,9,0,2,0,0,14,0,21,0,0
DDD,2014J,2471673,5,30,22,36,20,30,18,15,7,0,1,39,1,5,0,0,1,5,0,0,10,0,2,6,0,9,11,11,0,4,0,0,0,0,0,0,0,25,11,0,0,0
DDD,2014J,2481629,14,1,0,28,72,63,72,38,60,74,35,40,39,26,32,10,46,10,38,16,45,39,69,45,19,42,42,32,12,0,30,9,0,0,1,13,10,44,25,1,0,0
DDD,2014J,2484726,105,45,64,75,141,93,109,57,100,62,121,75,46,41,0,29,56,55,69,72,85,68,84,20,102,18,20,8,27,17,5,85,29,24,21,86,0,45,57,0,5,0
DDD,2014J,2494306,84,28,4,34,34,5,36,17,3,28,1,0,22,9,1,0,0,0,0,29,9,1,5,0,21,47,4,14,6,1,7,7,1,0,3,4,1,38,85,0,3,1
DDD,2014J,2509321,46,8,0,6,0,62,55,11,60,20,20,21,4,18,0,0,11,0,7,16,5,11,32,0,82,29,8,6,0,38,37,36,2,0,1,22,35,0,3,6,0,0
DDD,2014J,2516939,3,0,1,97,71,5,87,75,100,30,46,50,14,9,1,10,11,7,19,28,22,46,16,7,0,3,12,19,11,0,5,2,9,3,26,11,0,10,32,0,0,0
DDD,2014J,2527066,5,4,44,134,91,66,61,52,53,50,28,39,11,36,17,3,5,16,21,28,15,0,51,24,45,22,26,27,27,47,11,1,45,30,16,33,2,49,93,10,5,6
DDD,2014J,2542116,13,28,10,89,147,42,68,108,49,32,26,26,44,10,35,33,22,42,40,13,10,42,51,4,23,15,14,22,10,16,0,27,0,7,23,33,26,58,13,3,1,0
DDD,2014J,2544678,21,36,0,1,16,0,22,27,0,0,0,10,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,2560520,1,2,41,5,38,64,13,28,88,51,48,9,40,0,0,1,22,10,49,62,16,18,5,9,136,20,5,13,20,8,3,76,0,7,20,35,61,85,37,0,1,0
DDD,2014J,2570274,40,16,54,198,69,152,91,272,236,90,172,55,48,77,26,0,39,154,32,147,166,67,31,0,143,195,34,0,2,0,13,60,112,116,59,0,14,26,64,87,0,0
DDD,2014J,2572145,10,0,0,21,13,0,13,4,13,5,6,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,2595730,32,14,13,63,48,20,20,32,15,34,3,35,24,11,0,7,3,22,0,0,9,7,1,35,42,67,10,20,4,0,0,30,75,48,114,39,115,39,48,17,0,0
DDD,2014J,2605337,31,2,85,160,96,94,111,131,118,86,64,78,65,72,55,72,60,84,86,143,70,81,84,72,88,70,72,152,103,51,62,58,130,133,99,63,31,52,131,34,12,3
DDD,2014J,2615169,2,14,45,88,3,29,7,8,21,28,10,5,0,24,3,11,12,0,6,8,14,7,3,7,0,24,111,7,31,15,15,12,19,24,18,5,0,4,4,6,6,0
DDD,2014J,2650337,9,23,13,96,36,23,118,17,2,73,26,34,56,4,0,10,1,0,1,57,44,4,0,1,68,8,9,0,2,0,7,29,21,0,0,1,0,1,25,0,2,0
DDD,2014J,2662152,40,23,34,92,110,67,83,79,39,74,111,127,37,28,13,0,0,13,21,101,105,38,117,60,33,58,22,60,55,11,28,19,21,22,14,39,52,111,122,24,14,0
DDD,2014J,2668945,47,3,18,36,96,34,25,40,30,20,9,28,26,3,10,13,0,0,1,30,11,24,2,0,13,23,0,23,2,0,0,22,14,21,3,0,28,11,75,0,0,0
DDD,2014J,2675393,26,1,7,3,0,21,13,9,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,2677210,7,1,0,7,18,30,81,34,1,36,10,31,3,2,10,9,13,29,0,19,33,5,50,40,63,15,4,22,3,0,5,39,9,21,7,16,20,90,77,7,0,0
DDD,2014J,2678380,95,40,41,55,67,37,9,23,26,27,48,25,24,40,10,15,34,47,0,24,45,9,3,1,3,20,25,4,1,5,0,2,8,4,0,20,0,48,14,1,0,0
DDD,2014J,2680988,178,70,40,288,132,164,9,171,89,91,174,16,80,74,62,15,18,11,0,66,0,0,0,9,73,1,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,2684043,10,94,11,2,32,37,8,60,42,15,17,13,34,12,6,1,11,4,7,37,5,26,11,3,16,3,0,0,1,1,5,10,0,11,1,1,0,0,29,0,0,10
DDD,2014J,2685863,68,22,77,40,51,26,81,16,52,43,34,12,28,22,0,5,4,16,13,72,26,22,16,8,36,76,11,21,1,2,10,43,46,3,1,68,46,182,71,10,10,0
DDD,2013J,27935,0,45,0,19,91,47,25,86,67,47,108,64,0,2,0,0,47,20,16,6,39,37,26,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,28046,0,21,0,3,46,7,0,50,0,0,9,122,0,0,0,0,20,1,19,2,9,14,6,4,91,55,34,15,6,0,8,2,25,9,0,26,41,16,0,0,0,0
DDD,2013J,29411,0,22,25,14,1,21,5,46,18,12,0,51,21,7,0,3,6,25,10,9,15,0,33,6,153,22,3,29,21,1,0,0,6,37,23,65,2,129,0,0,0,0
DDD,2013J,30549,0,5,0,12,11,0,0,12,20,9,1,41,0,0,0,0,0,2,1,9,5,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,33930,0,12,0,52,44,13,40,16,18,6,0,38,0,7,3,0,1,1,6,3,7,9,1,120,11,1,1,42,6,7,2,7,1,16,0,0,38,15,0,0,0,0
DDD,2013J,34653,0,23,46,0,0,4,4,0,7,4,0,68,8,3,0,0,9,18,1,0,13,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,39411,0,1,16,0,35,14,18,52,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,40184,0,89,15,17,88,64,129,104,15,4,39,36,44,16,11,33,52,25,11,26,116,90,84,218,50,98,39,26,53,0,14,4,14,39,35,104,56,7,0,9,1,1
DDD,2013J,40563,0,27,11,41,52,39,38,17,50,23,11,47,1,9,0,13,4,13,4,6,5,22,6,25,0,22,20,44,16,4,0,0,5,4,0,0,0,5,0,0,0,0
DDD,2013J,42818,0,4,18,19,27,74,12,37,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,48152,0,11,25,1,0,0,44,23,0,10,74,0,15,0,0,0,52,0,1,13,3,21,0,0,0,17,32,54,0,0,1,0,8,26,0,44,18,30,0,4,0,1
DDD,2013J,57227,0,36,28,102,22,37,11,112,65,25,114,137,66,46,5,6,34,8,7,0,0,5,23,34,11,47,51,11,6,16,0,6,8,10,171,62,72,24,0,4,2,1
DDD,2013J,57818,0,28,169,111,95,236,161,131,113,54,64,41,40,42,0,45,57,33,64,38,53,88,142,184,254,100,135,47,145,49,77,30,31,49,32,52,36,6,3,1,1,0
